issue_month_start,loan_amount,interest_rate,installment,balance,loan_status,high_risk_flag,behavioral_risk_flag,risk_band,income_band,emp_length_bucket,term,term_bucket,loan_purpose,grade,sub_grade,homeownership,verified_income,debt_to_income,unemployment_rate,cpi_inflation_proxy,fed_funds_rate_avg
2018-01-01,4550.0,10.91,148.77,4114.49,Current,0,0,Low,Upper-Mid,3-5,36,36,car,B,B4,RENT,Source Verified,11.4,4.0,0.5447745452775409,1.414516129032258
2018-01-01,25000.0,19.03,648.93,23965.84,Current,1,0,High,Lower-Mid,3-5,60,60,debt_consolidation,D,D3,OWN,Source Verified,33.93,4.0,0.5447745452775409,1.414516129032258
2018-01-01,20000.0,11.99,444.79,18750.5,Current,0,0,Low,Upper-Mid,6-10,60,60,debt_consolidation,B,B5,RENT,Source Verified,1.63,4.0,0.5447745452775409,1.414516129032258
2018-01-01,4000.0,10.91,130.79,3519.22,Current,0,0,Low,Low,0 or less,36,36,debt_consolidation,B,B4,MORTGAGE,Verified,17.32,4.0,0.5447745452775409,1.414516129032258
2018-03-01,24000.0,9.92,508.99,23060.51,Current,0,1,Low,Upper-Mid,6-10,60,60,house,B,B2,RENT,Source Verified,1.95,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,24000.0,9.92,508.99,22958.93,Current,0,0,Low,High,6-10,60,60,debt_consolidation,B,B2,MORTGAGE,Not Verified,0.0,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,10000.0,14.07,342.12,9318.43,Current,0,0,Medium,Upper-Mid,3-5,36,36,debt_consolidation,C,C3,RENT,Not Verified,5.79,4.1,0.45346899748655,1.4175
2018-01-01,21000.0,10.42,450.55,19635.51,Current,0,0,Low,Upper-Mid,6-10,60,60,debt_consolidation,B,B3,MORTGAGE,Not Verified,36.16,4.0,0.5447745452775409,1.414516129032258
2018-01-01,12000.0,11.99,266.88,11250.26,Current,0,0,Low,Lower-Mid,6-10,60,60,debt_consolidation,B,B5,MORTGAGE,Source Verified,26.56,4.0,0.5447745452775409,1.414516129032258
2018-01-01,3000.0,12.62,100.54,2648.47,Current,0,0,Medium,Lower-Mid,6-10,36,36,other,C,C1,RENT,Not Verified,5.03,4.0,0.5447745452775409,1.414516129032258
2018-02-01,15000.0,6.08,456.88,13464.86,Current,0,0,Low,High,3-5,36,36,debt_consolidation,A,A2,OWN,Not Verified,12.16,4.1,0.45346899748655,1.4175
2018-02-01,15000.0,5.32,451.73,13448.8,Current,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,A,A1,OWN,Not Verified,8.84,4.1,0.45346899748655,1.4175
2018-01-01,16000.0,11.99,355.84,15000.36,Current,0,0,Low,Upper-Mid,1-2,60,60,major_purchase,B,B5,RENT,Not Verified,18.0,4.0,0.5447745452775409,1.414516129032258
2018-03-01,30000.0,10.9,980.75,27855.89,Current,0,0,Low,Upper-Mid,3-5,36,36,credit_card,B,B4,RENT,Source Verified,18.76,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,16000.0,10.42,343.27,14498.52,Current,0,0,Low,Low,3-5,60,60,credit_card,B,B3,OWN,Not Verified,11.44,4.0,0.5447745452775409,1.414516129032258
2018-03-01,30000.0,11.98,667.04,28886.33,Current,0,0,Low,Low,,60,60,major_purchase,B,B5,MORTGAGE,Not Verified,52.7,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,6000.0,10.91,196.18,5425.71,Current,0,1,Low,Low,,36,36,debt_consolidation,B,B4,OWN,Verified,59.35,4.1,0.45346899748655,1.4175
2018-03-01,25000.0,6.71,768.62,23102.95,Current,0,0,Low,Lower-Mid,3-5,36,36,credit_card,A,A3,RENT,Not Verified,12.95,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,25000.0,15.05,595.41,23851.14,Current,0,0,Medium,High,6-10,60,60,credit_card,C,C4,MORTGAGE,Source Verified,19.51,4.1,0.45346899748655,1.4175
2018-03-01,25000.0,12.61,563.85,24087.05,Current,0,1,Medium,High,3-5,60,60,home_improvement,C,C1,MORTGAGE,Source Verified,12.78,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,12000.0,10.91,392.36,10852.11,In Grace Period,0,0,Low,Low,3-5,36,36,debt_consolidation,B,B4,RENT,Verified,40.8,4.0,0.5447745452775409,1.414516129032258
2018-02-01,7500.0,14.07,256.59,6813.43,Current,0,0,Medium,Low,6-10,36,36,debt_consolidation,C,C3,RENT,Not Verified,19.29,4.1,0.45346899748655,1.4175
2018-02-01,8900.0,7.35,276.24,8004.91,Current,0,0,Low,Upper-Mid,6-10,36,36,other,A,A4,MORTGAGE,Not Verified,14.49,4.1,0.45346899748655,1.4175
2018-01-01,25000.0,7.97,783.07,21873.6,Current,0,1,Low,Low,,36,36,credit_card,A,A5,MORTGAGE,Not Verified,137.7,4.0,0.5447745452775409,1.414516129032258
2018-02-01,28800.0,10.91,941.65,26043.44,Current,0,1,Low,High,6-10,36,36,debt_consolidation,B,B4,RENT,Source Verified,5.96,4.1,0.45346899748655,1.4175
2018-03-01,14500.0,26.77,440.78,14262.76,Current,1,0,High,Lower-Mid,3-5,60,60,debt_consolidation,E,E5,MORTGAGE,Source Verified,49.68,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,10000.0,6.71,307.45,9241.17,Current,0,1,Low,Upper-Mid,6-10,36,36,credit_card,A,A3,RENT,Not Verified,17.57,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,30000.0,10.41,973.81,27840.7,Current,0,0,Low,High,1-2,36,36,debt_consolidation,B,B3,OWN,Source Verified,17.2,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,39825.0,7.96,1247.24,36856.19,Current,0,0,Low,High,6-10,36,36,home_improvement,A,A5,MORTGAGE,Source Verified,19.12,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,16000.0,10.91,523.14,14470.33,Current,0,1,Low,Lower-Mid,6-10,36,36,debt_consolidation,B,B4,MORTGAGE,Not Verified,10.06,4.1,0.45346899748655,1.4175
2018-02-01,12000.0,19.03,311.49,11503.59,Current,1,0,High,High,6-10,60,60,debt_consolidation,D,D3,RENT,Verified,24.57,4.1,0.45346899748655,1.4175
2018-03-01,8500.0,6.07,258.86,7849.13,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,A,A2,MORTGAGE,Not Verified,25.14,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,12000.0,14.08,279.72,11578.33,Current,0,1,Medium,Low,1-2,60,60,debt_consolidation,C,C3,RENT,Source Verified,18.88,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,11000.0,16.01,386.79,10270.26,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C5,RENT,Source Verified,20.66,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,18000.0,10.91,588.54,15836.57,Current,0,0,Low,High,3-5,36,36,major_purchase,B,B4,MORTGAGE,Not Verified,13.49,4.0,0.5447745452775409,1.414516129032258
2018-02-01,2000.0,11.99,66.42,1811.45,Current,0,0,Low,Low,1-2,36,36,debt_consolidation,B,B5,RENT,Source Verified,21.65,4.1,0.45346899748655,1.4175
2018-03-01,28000.0,17.47,702.97,0.0,Fully Paid,1,1,High,High,6-10,60,60,debt_consolidation,D,D1,MORTGAGE,Source Verified,13.67,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,5000.0,6.08,152.3,4358.7,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,A,A2,MORTGAGE,Not Verified,12.3,4.0,0.5447745452775409,1.414516129032258
2018-03-01,35000.0,20.39,1307.7,32824.47,Current,1,0,High,Low,,36,36,credit_card,D,D4,MORTGAGE,Not Verified,45.8,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,13000.0,11.99,289.12,12519.13,Late (16-30 days),0,0,Low,Low,,60,60,debt_consolidation,B,B5,OWN,Source Verified,14.34,4.0,0.5447745452775409,1.414516129032258
2018-03-01,24000.0,26.77,729.56,23607.34,Current,1,0,High,Lower-Mid,6-10,60,60,debt_consolidation,E,E5,MORTGAGE,Source Verified,34.0,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,35000.0,9.92,1128.04,31603.34,Current,0,0,Low,High,6-10,36,36,debt_consolidation,B,B2,MORTGAGE,Source Verified,15.58,4.1,0.45346899748655,1.4175
2018-01-01,17000.0,11.99,378.07,16154.59,Current,0,0,Low,High,3-5,60,60,debt_consolidation,B,B5,MORTGAGE,Source Verified,12.38,4.0,0.5447745452775409,1.414516129032258
2018-03-01,35000.0,18.45,897.37,33905.61,Current,1,0,High,Upper-Mid,3-5,60,60,home_improvement,D,D2,MORTGAGE,Verified,25.75,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,24000.0,19.03,622.97,23261.3,Current,1,0,High,Low,,60,60,debt_consolidation,D,D3,RENT,Verified,119.48,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,10000.0,21.45,379.07,3445.34,Current,1,0,High,High,6-10,36,36,house,D,D5,OWN,Not Verified,2.38,4.1,0.45346899748655,1.4175
2018-03-01,37800.0,9.43,792.58,36301.68,Current,0,1,Low,High,6-10,60,60,debt_consolidation,B,B1,OWN,Source Verified,1.23,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,5500.0,10.41,178.54,5104.1,Current,0,0,Low,Lower-Mid,6-10,36,36,home_improvement,B,B3,MORTGAGE,Not Verified,2.71,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,15000.0,12.61,502.6,0.0,Fully Paid,0,0,Medium,High,0 or less,36,36,debt_consolidation,C,C1,RENT,Not Verified,16.31,4.1,0.45346899748655,1.4175
2018-02-01,30000.0,12.62,676.78,28531.92,Current,0,0,Medium,High,6-10,60,60,debt_consolidation,C,C1,RENT,Source Verified,13.7,4.1,0.45346899748655,1.4175
2018-03-01,10000.0,13.58,339.74,9312.56,Current,0,0,Medium,Lower-Mid,6-10,36,36,credit_card,C,C2,RENT,Not Verified,9.94,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,24000.0,9.43,503.23,22726.57,Current,0,0,Low,Upper-Mid,1-2,60,60,debt_consolidation,B,B1,MORTGAGE,Not Verified,12.52,4.1,0.45346899748655,1.4175
2018-01-01,30000.0,19.03,1100.14,26777.44,Current,1,0,High,Upper-Mid,3-5,36,36,credit_card,D,D3,RENT,Source Verified,18.58,4.0,0.5447745452775409,1.414516129032258
2018-02-01,24000.0,10.91,784.71,0.0,Fully Paid,0,0,Low,Upper-Mid,1-2,36,36,debt_consolidation,B,B4,MORTGAGE,Source Verified,13.64,4.1,0.45346899748655,1.4175
2018-01-01,10000.0,9.44,320.05,6971.67,Current,0,0,Low,Upper-Mid,3-5,36,36,debt_consolidation,B,B1,MORTGAGE,Source Verified,15.95,4.0,0.5447745452775409,1.414516129032258
2018-02-01,11200.0,18.06,405.25,10231.64,Current,1,0,High,Lower-Mid,6-10,36,36,other,D,D2,RENT,Not Verified,25.35,4.1,0.45346899748655,1.4175
2018-03-01,4000.0,7.34,124.14,3699.15,Current,0,0,Low,Low,3-5,36,36,debt_consolidation,A,A4,RENT,Not Verified,4.3,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,29000.0,17.47,728.08,28068.91,Current,1,0,High,Low,3-5,60,60,debt_consolidation,D,D1,MORTGAGE,Verified,13.63,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,32000.0,12.62,721.89,30435.33,Current,0,0,Medium,Low,0 or less,60,60,debt_consolidation,C,C1,MORTGAGE,Verified,33.88,4.1,0.45346899748655,1.4175
2018-03-01,7500.0,9.92,241.73,6956.34,Current,0,0,Low,Low,,36,36,debt_consolidation,B,B2,RENT,Not Verified,22.52,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,30000.0,7.97,607.87,28349.16,Current,0,0,Low,High,3-5,60,60,debt_consolidation,A,A5,MORTGAGE,Source Verified,22.49,4.1,0.45346899748655,1.4175
2018-02-01,30000.0,14.08,699.3,28586.16,Current,0,0,Medium,Upper-Mid,3-5,60,60,debt_consolidation,C,C3,RENT,Source Verified,26.61,4.1,0.45346899748655,1.4175
2018-01-01,15000.0,19.03,389.36,14218.17,Current,1,0,High,Low,6-10,60,60,debt_consolidation,D,D3,RENT,Source Verified,31.03,4.0,0.5447745452775409,1.414516129032258
2018-01-01,25000.0,11.99,555.99,23438.11,Current,0,0,Low,High,3-5,60,60,other,B,B5,OWN,Verified,6.42,4.0,0.5447745452775409,1.414516129032258
2018-02-01,13500.0,10.41,438.22,0.0,Fully Paid,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,B,B3,MORTGAGE,Not Verified,31.61,4.1,0.45346899748655,1.4175
2018-01-01,20000.0,14.08,684.33,0.0,Fully Paid,0,0,Medium,Lower-Mid,6-10,36,36,debt_consolidation,C,C3,MORTGAGE,Verified,24.67,4.0,0.5447745452775409,1.414516129032258
2018-01-01,1500.0,21.45,56.86,1344.29,Current,1,1,High,Low,6-10,36,36,home_improvement,D,D5,MORTGAGE,Source Verified,18.36,4.0,0.5447745452775409,1.414516129032258
2018-01-01,10000.0,14.08,342.17,9084.7,Current,0,1,Medium,Low,3-5,36,36,debt_consolidation,C,C3,MORTGAGE,Not Verified,41.34,4.0,0.5447745452775409,1.414516129032258
2018-01-01,3000.0,13.59,101.94,2652.39,Current,0,0,Medium,Low,6-10,36,36,medical,C,C2,RENT,Source Verified,16.18,4.0,0.5447745452775409,1.414516129032258
2018-01-01,15000.0,6.72,461.24,13478.32,Current,0,0,Low,Low,6-10,36,36,house,A,A3,OWN,Not Verified,24.26,4.0,0.5447745452775409,1.414516129032258
2018-01-01,10000.0,10.42,324.65,0.0,Fully Paid,0,1,Low,,,36,36,other,B,B3,OWN,Source Verified,,4.0,0.5447745452775409,1.414516129032258
2018-02-01,19000.0,6.72,584.24,17072.52,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,A,A3,RENT,Not Verified,19.96,4.1,0.45346899748655,1.4175
2018-02-01,18000.0,5.32,542.07,16138.66,Current,0,0,Low,Upper-Mid,3-5,36,36,credit_card,A,A1,MORTGAGE,Not Verified,16.7,4.1,0.45346899748655,1.4175
2018-02-01,30000.0,12.62,1005.34,27196.81,Current,0,0,Medium,High,6-10,36,36,debt_consolidation,C,C1,RENT,Verified,13.37,4.1,0.45346899748655,1.4175
2018-02-01,12000.0,14.08,279.72,11578.33,Current,0,0,Medium,Low,,60,60,debt_consolidation,C,C3,MORTGAGE,Verified,4.26,4.1,0.45346899748655,1.4175
2018-01-01,15000.0,21.45,409.61,14266.83,Current,1,0,High,Lower-Mid,6-10,60,60,debt_consolidation,D,D5,MORTGAGE,Source Verified,9.5,4.0,0.5447745452775409,1.414516129032258
2018-01-01,2000.0,16.02,70.34,1821.91,Current,0,0,Medium,Low,,36,36,credit_card,C,C5,MORTGAGE,Not Verified,31.33,4.0,0.5447745452775409,1.414516129032258
2018-03-01,25000.0,21.85,952.83,23479.79,Current,1,0,High,High,6-10,36,36,home_improvement,D,D5,MORTGAGE,Verified,18.66,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,10000.0,11.99,332.1,9057.25,Current,0,1,Low,Low,3-5,36,36,credit_card,B,B5,RENT,Not Verified,19.44,4.1,0.45346899748655,1.4175
2018-03-01,30000.0,28.72,947.15,29295.97,Current,1,0,High,Lower-Mid,3-5,60,60,debt_consolidation,F,F1,MORTGAGE,Not Verified,4.48,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,28000.0,9.44,587.24,26514.69,Current,0,0,Low,High,6-10,60,60,home_improvement,B,B1,MORTGAGE,Not Verified,25.85,4.1,0.45346899748655,1.4175
2018-02-01,15000.0,18.06,381.4,14363.2,Current,1,0,High,Low,6-10,60,60,debt_consolidation,D,D2,MORTGAGE,Verified,34.61,4.1,0.45346899748655,1.4175
2018-01-01,1600.0,21.45,60.66,1434.25,Current,1,0,High,Low,,36,36,other,D,D5,OWN,Verified,47.13,4.0,0.5447745452775409,1.414516129032258
2018-03-01,19200.0,11.98,426.9,18487.27,Current,0,0,Low,Lower-Mid,6-10,60,60,debt_consolidation,B,B5,RENT,Verified,35.64,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,21275.0,19.03,780.18,18989.69,Current,1,0,High,Low,6-10,36,36,debt_consolidation,D,D3,RENT,Source Verified,31.93,4.0,0.5447745452775409,1.414516129032258
2018-02-01,15000.0,10.91,490.45,0.0,Fully Paid,0,0,Low,Low,1-2,36,36,debt_consolidation,B,B4,RENT,Source Verified,20.89,4.1,0.45346899748655,1.4175
2018-01-01,12000.0,14.08,279.72,11288.91,Current,0,0,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C3,MORTGAGE,Verified,52.03,4.0,0.5447745452775409,1.414516129032258
2018-01-01,8400.0,6.72,258.3,7547.84,Current,0,0,Low,Lower-Mid,6-10,36,36,credit_card,A,A3,MORTGAGE,Not Verified,1.75,4.0,0.5447745452775409,1.414516129032258
2018-03-01,15000.0,7.34,299.44,14583.35,Current,0,0,Low,High,,60,60,home_improvement,A,A4,MORTGAGE,Not Verified,11.2,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,5200.0,6.08,158.39,4533.06,Current,0,0,Low,Low,1-2,36,36,credit_card,A,A2,RENT,Not Verified,26.61,4.0,0.5447745452775409,1.414516129032258
2018-02-01,7000.0,6.72,215.25,6646.91,Late (31-120 days),0,0,Low,High,6-10,36,36,debt_consolidation,A,A3,MORTGAGE,Source Verified,20.11,4.1,0.45346899748655,1.4175
2018-01-01,20000.0,10.91,433.96,18716.23,Current,0,0,Low,Upper-Mid,6-10,60,60,debt_consolidation,B,B4,MORTGAGE,Verified,13.66,4.0,0.5447745452775409,1.414516129032258
2018-01-01,40000.0,14.08,1368.66,35396.59,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C3,MORTGAGE,Verified,37.58,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10300.0,11.99,229.07,9787.76,Current,0,0,Low,Upper-Mid,1-2,60,60,credit_card,B,B5,RENT,Source Verified,15.04,4.1,0.45346899748655,1.4175
2018-03-01,5000.0,14.07,171.06,4658.72,Current,0,1,Medium,Low,,36,36,other,C,C3,OWN,Not Verified,10.71,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,14000.0,13.59,475.71,12709.65,Current,0,0,Medium,Low,1-2,36,36,debt_consolidation,C,C2,RENT,Source Verified,32.05,4.1,0.45346899748655,1.4175
2018-01-01,18000.0,12.62,406.07,16893.11,Current,0,0,Medium,Lower-Mid,3-5,60,60,debt_consolidation,C,C1,RENT,Not Verified,11.87,4.0,0.5447745452775409,1.414516129032258
2018-03-01,4000.0,14.07,136.85,3726.97,Current,0,1,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C3,MORTGAGE,Source Verified,12.29,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,16000.0,7.35,496.6,14390.89,Current,0,0,Low,Low,6-10,36,36,small_business,A,A4,OWN,Not Verified,34.89,4.1,0.45346899748655,1.4175
2018-02-01,8000.0,14.08,273.74,7454.02,Current,0,1,Medium,Low,1-2,36,36,credit_card,C,C3,RENT,Verified,27.99,4.1,0.45346899748655,1.4175
2018-03-01,10000.0,10.9,326.92,9285.29,Current,0,0,Low,Lower-Mid,1-2,36,36,debt_consolidation,B,B4,RENT,Not Verified,7.68,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,12000.0,16.01,291.89,11599.33,Current,0,1,Medium,Low,,60,60,debt_consolidation,C,C5,MORTGAGE,Source Verified,23.38,4.1,0.45346899748655,1.4175
2018-02-01,12000.0,12.62,270.71,11412.78,Current,0,1,Medium,Low,,60,60,debt_consolidation,C,C1,OWN,Verified,40.04,4.1,0.45346899748655,1.4175
2018-03-01,30000.0,26.77,911.95,29509.18,In Grace Period,1,0,High,High,1-2,60,60,credit_card,E,E5,MORTGAGE,Verified,28.29,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,12000.0,17.09,298.82,11477.29,Current,1,0,High,Upper-Mid,1-2,60,60,debt_consolidation,D,D1,MORTGAGE,Source Verified,22.1,4.1,0.45346899748655,1.4175
2018-02-01,14400.0,13.59,489.3,13072.79,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C2,MORTGAGE,Verified,31.73,4.1,0.45346899748655,1.4175
2018-03-01,36350.0,12.61,819.84,35022.56,Current,0,0,Medium,Upper-Mid,6-10,60,60,debt_consolidation,C,C1,RENT,Verified,17.36,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,15000.0,6.08,456.88,13464.86,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,A,A2,OWN,Not Verified,19.88,4.1,0.45346899748655,1.4175
2018-02-01,21000.0,26.3,849.47,19391.19,Current,1,0,High,Low,6-10,36,36,debt_consolidation,E,E5,MORTGAGE,Source Verified,33.96,4.1,0.45346899748655,1.4175
2018-02-01,10000.0,12.62,225.6,9510.61,Current,0,0,Medium,Lower-Mid,6-10,60,60,credit_card,C,C1,OWN,Not Verified,12.42,4.1,0.45346899748655,1.4175
2018-03-01,27000.0,7.96,845.59,24987.24,Current,0,0,Low,High,1-2,36,36,other,A,A5,RENT,Source Verified,14.05,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,4000.0,14.08,136.87,0.0,Fully Paid,0,0,Medium,Low,,36,36,other,C,C3,MORTGAGE,Verified,23.05,4.1,0.45346899748655,1.4175
2018-02-01,12000.0,15.04,285.74,11448.37,Current,0,0,Medium,Low,1-2,60,60,debt_consolidation,C,C4,RENT,Verified,11.21,4.1,0.45346899748655,1.4175
2018-01-01,10000.0,14.08,342.17,8849.22,Current,0,0,Medium,Low,6-10,36,36,home_improvement,C,C3,MORTGAGE,Verified,60.63,4.0,0.5447745452775409,1.414516129032258
2018-03-01,30000.0,25.82,895.02,29235.22,Current,1,0,High,High,6-10,60,60,major_purchase,E,E4,MORTGAGE,Verified,39.88,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,16000.0,9.93,339.41,15161.63,Current,0,0,Low,High,6-10,60,60,debt_consolidation,B,B2,OWN,Source Verified,16.11,4.1,0.45346899748655,1.4175
2018-03-01,18000.0,13.58,414.92,15430.84,Current,0,0,Medium,Low,0 or less,60,60,debt_consolidation,C,C2,RENT,Verified,18.09,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,3000.0,16.01,105.49,2868.2,Late (16-30 days),0,0,Medium,Low,3-5,36,36,debt_consolidation,C,C5,RENT,Source Verified,8.11,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,12000.0,13.59,407.75,0.0,Fully Paid,0,0,Medium,Lower-Mid,1-2,36,36,credit_card,C,C2,RENT,Source Verified,27.98,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,4200.0,13.58,142.7,3911.24,Current,0,0,Medium,Low,1-2,36,36,debt_consolidation,C,C2,RENT,Not Verified,37.36,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,25000.0,5.32,752.87,21761.23,Current,0,0,Low,Upper-Mid,,36,36,house,A,A1,OWN,Not Verified,8.9,4.0,0.5447745452775409,1.414516129032258
2018-03-01,8800.0,10.9,287.69,8171.05,Current,0,1,Low,Low,3-5,36,36,medical,B,B4,OWN,Source Verified,22.96,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,5000.0,10.42,162.33,4518.12,Current,0,0,Low,Low,,36,36,debt_consolidation,B,B3,MORTGAGE,Verified,132.98,4.0,0.5447745452775409,1.414516129032258
2018-01-01,6000.0,9.93,193.41,5269.21,Current,0,0,Low,Lower-Mid,3-5,36,36,house,B,B2,MORTGAGE,Source Verified,22.78,4.0,0.5447745452775409,1.414516129032258
2018-02-01,11500.0,6.72,353.62,10333.37,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A3,RENT,Not Verified,7.89,4.1,0.45346899748655,1.4175
2018-03-01,37000.0,12.61,834.5,0.0,Fully Paid,0,0,Medium,Upper-Mid,6-10,60,60,other,C,C1,RENT,Verified,0.0,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,16000.0,12.62,536.18,14121.33,Current,0,0,Medium,Upper-Mid,3-5,36,36,debt_consolidation,C,C1,RENT,Source Verified,29.02,4.0,0.5447745452775409,1.414516129032258
2018-03-01,18000.0,9.43,576.01,16686.04,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,B,B1,MORTGAGE,Source Verified,23.08,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,15600.0,12.61,351.85,15030.29,Current,0,0,Medium,,,60,60,home_improvement,C,C1,MORTGAGE,Not Verified,,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,7000.0,6.07,213.18,6463.98,Current,0,1,Low,High,6-10,36,36,home_improvement,A,A2,MORTGAGE,Source Verified,30.05,4.1,0.45346899748655,1.4175
2018-01-01,18000.0,9.93,580.22,16253.39,Current,0,0,Low,High,6-10,36,36,credit_card,B,B2,RENT,Not Verified,23.72,4.0,0.5447745452775409,1.414516129032258
2018-01-01,6000.0,16.02,211.01,5327.74,Current,0,0,Medium,Low,3-5,36,36,car,C,C5,RENT,Not Verified,18.19,4.0,0.5447745452775409,1.414516129032258
2018-03-01,35000.0,13.58,1189.09,32595.17,Current,0,0,Medium,High,3-5,36,36,debt_consolidation,C,C2,MORTGAGE,Source Verified,9.74,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,5000.0,7.35,155.19,4497.14,Current,0,0,Low,Lower-Mid,6-10,36,36,other,A,A4,RENT,Source Verified,7.13,4.1,0.45346899748655,1.4175
2018-01-01,40000.0,7.35,1241.5,33930.99,Current,0,0,Low,High,3-5,36,36,debt_consolidation,A,A4,RENT,Verified,0.97,4.0,0.5447745452775409,1.414516129032258
2018-01-01,23500.0,13.59,541.83,22089.96,Current,0,1,Medium,Lower-Mid,3-5,60,60,debt_consolidation,C,C2,MORTGAGE,Verified,42.27,4.0,0.5447745452775409,1.414516129032258
2018-02-01,2200.0,11.99,73.07,1992.56,Current,0,0,Low,Upper-Mid,1-2,36,36,other,B,B5,RENT,Source Verified,4.48,4.1,0.45346899748655,1.4175
2018-02-01,40000.0,5.32,1204.6,35863.53,Current,0,0,Low,Upper-Mid,0 or less,36,36,credit_card,A,A1,MORTGAGE,Source Verified,22.31,4.1,0.45346899748655,1.4175
2018-03-01,40000.0,6.07,1218.15,36937.11,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,A,A2,RENT,Verified,41.86,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,3000.0,11.98,99.62,2788.9,Current,0,0,Low,Low,1-2,36,36,debt_consolidation,B,B5,OWN,Not Verified,6.86,4.1,0.45346899748655,1.4175
2018-03-01,40000.0,11.98,1328.2,37185.49,Current,0,0,Low,High,3-5,36,36,credit_card,B,B5,MORTGAGE,Source Verified,22.84,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,20000.0,11.99,664.2,17631.3,Current,0,0,Low,High,6-10,36,36,debt_consolidation,B,B5,MORTGAGE,Verified,25.23,4.0,0.5447745452775409,1.414516129032258
2018-01-01,12000.0,11.99,398.52,10578.78,Current,0,0,Low,Low,1-2,36,36,debt_consolidation,B,B5,RENT,Source Verified,3.34,4.0,0.5447745452775409,1.414516129032258
2018-01-01,10000.0,7.97,313.23,8749.43,Current,0,0,Low,Upper-Mid,6-10,36,36,car,A,A5,OWN,Source Verified,25.23,4.0,0.5447745452775409,1.414516129032258
2018-01-01,20400.0,6.08,621.35,17783.67,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A2,MORTGAGE,Source Verified,17.69,4.0,0.5447745452775409,1.414516129032258
2018-01-01,16000.0,16.02,389.26,15097.93,Current,0,0,Medium,Lower-Mid,3-5,60,60,debt_consolidation,C,C5,MORTGAGE,Not Verified,5.9,4.0,0.5447745452775409,1.414516129032258
